Record Type,Internal Name,Display Name,Category,Base Class,Spawn Status,NPC Slots,Runtime Slot Overrides,Life Max,Damage,Defense,NPC.boss,Friendly,Town NPC,Rule Method,Rule Weight,Progression,Biome,Depth,Time,Random Gate,Water,Conditions,Source File,Source Line
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.02f,Hardmode + SuperHardmode,Machine Temple,Caverns,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)",NPCs/Enemies/HollowSoldierOriginal.cs,831
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.05f,Hardmode + SuperHardmode,Machine Temple,Surface,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)",NPCs/Enemies/HollowSoldierOriginal.cs,832
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.07f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)",NPCs/Enemies/HollowSoldierOriginal.cs,833
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.18f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)",NPCs/Enemies/HollowSoldierOriginal.cs,834
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.15f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)",NPCs/Enemies/HollowSoldierOriginal.cs,835
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.23f,SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))",NPCs/Enemies/HollowSoldierOriginal.cs,837
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.25f,SuperHardmode,Machine Temple,Surface,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))",NPCs/Enemies/HollowSoldierOriginal.cs,838
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.13f,SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)",NPCs/Enemies/HollowSoldierOriginal.cs,839
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.16f,SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)",NPCs/Enemies/HollowSoldierOriginal.cs,840
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.03f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Surface,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))",NPCs/Enemies/HollowSoldierOriginal.cs,842
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.03f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))",NPCs/Enemies/HollowSoldierOriginal.cs,844
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.035f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Surface,Day,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (!(Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))) && ((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))",NPCs/Enemies/HollowSoldierOriginal.cs,846
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.075f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Surface,Night,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (!(Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && ((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))",NPCs/Enemies/HollowSoldierOriginal.cs,847
